Rooms,Area,Bathrooms,Condition,Region,Price_Range
4,480.0,4,5,23,4
3,154.0,3,5,8,3
4,186.0,3,5,22,4
3,331.5,4,1,7,4
7,298.0,4,5,22,3
3,300.0,2,1,22,4
3,450.0,4,5,23,4
3,230.0,3,1,7,3
4,468.0,4,1,22,4
3,300.0,3,1,8,3
3,300.0,3,1,8,3
3,382.0,3,5,7,4
5,509.0,3,5,8,3
3,300.0,3,1,8,3
4,209.0,2,5,7,3
4,240.0,1,5,7,4
3,194.0,3,5,8,3
3,218.0,3,5,22,3
3,252.0,4,4,7,4
4,290.0,4,5,8,4
4,220.0,3,5,22,4
4,300.0,4,1,22,4
3,225.0,4,4,8,4
3,248.0,3,5,7,4
4,187.0,2,5,22,4
6,250.0,3,5,7,4
8,666.0,4,5,8,5
4,220.0,3,5,8,3
3,182.0,3,5,8,3
3,239.0,2,3,7,2
3,135.0,2,1,23,3
3,319.0,3,4,23,4
3,460.0,4,4,23,4
3,319.0,3,4,23,4
3,319.0,3,4,23,4
3,319.0,3,4,23,4
3,221.0,4,5,8,4
3,97.0,3,1,7,3
4,210.0,2,5,8,3
5,160.0,3,5,7,3
3,235.0,3,5,7,3
2,132.0,1,5,7,3
3,270.0,4,1,22,4
2,120.0,2,1,22,3
3,155.0,3,5,7,2
2,130.0,2,5,22,2
4,170.0,4,2,7,5
4,100.0,2,5,22,3
3,273.0,2,3,7,3
3,150.0,1,0,22,3
4,267.0,4,5,7,4
3,256.0,3,5,22,3
3,42.0,3,5,22,3
3,334.0,3,2,23,4
2,165.0,1,1,22,3
3,180.0,3,1,7,4
3,129.0,2,5,23,3
3,108.0,1,3,8,2
5,86.0,1,3,8,2
4,362.0,1,5,22,3
4,320.0,3,5,8,4
3,180.0,4,5,8,4
6,327.0,3,5,8,4
3,185.0,4,5,8,4
3,188.0,3,1,8,3
3,100.0,1,5,38,1
3,120.0,2,3,8,3
4,160.0,3,5,22,3
4,374.0,4,5,8,4
3,256.63,4,5,7,3
4,173.0,3,5,8,3
3,295.0,3,1,7,2
4,175.0,2,5,7,4
3,330.0,1,3,8,3
5,583.0,4,5,8,5
4,240.0,4,5,7,4
4,178.0,4,4,8,4
4,210.0,4,5,23,4
4,156.0,2,5,7,3
4,155.0,3,5,8,3
3,252.0,3,1,7,3
4,264.0,4,1,23,3
3,264.0,3,1,23,3
3,132.0,3,4,23,3
4,190.0,3,5,22,3
3,248.0,4,1,22,4
4,176.0,3,2,8,4
3,170.0,4,1,8,3
3,380.0,4,1,8,4
3,243.0,3,1,23,3
4,415.0,2,5,7,3
4,270.0,4,1,7,4
3,166.0,3,5,8,3
4,260.0,4,5,7,4
3,145.0,3,1,8,3
3,340.0,1,5,7,2
6,198.0,4,5,22,3
3,147.9,4,1,8,4
4,354.0,4,5,23,5
4,420.0,4,1,22,4
5,712.0,4,5,22,4
3,317.0,3,4,7,3
3,240.0,3,5,7,3
5,172.0,1,5,8,3
3,91.0,2,5,8,3
5,459.0,4,5,7,5
3,270.0,3,4,8,3
4,130.0,1,5,22,3
4,200.0,4,5,7,3
5,515.0,4,2,7,4
3,257.0,4,5,23,3
3,190.0,1,5,23,3
4,170.0,2,5,7,3
3,206.0,2,5,7,3
3,300.0,3,5,7,3
3,240.0,4,5,7,4
3,209.0,4,1,8,4
4,195.0,4,5,8,4
3,170.0,3,5,23,3
3,160.0,3,1,7,3
4,240.0,3,5,7,3
3,180.0,3,5,7,4
4,400.0,4,5,23,3
3,226.0,1,5,8,3
3,262.0,3,5,8,4
4,180.0,4,5,7,4
3,55.0,2,3,23,1
3,270.0,3,1,23,3
2,93.0,2,5,7,3
4,155.0,3,5,8,3
4,177.0,4,5,8,4
4,425.0,3,5,7,3
4,250.0,4,5,7,5
3,145.0,4,4,22,4
4,302.0,4,2,22,4
3,125.0,3,1,22,5
5,339.2,4,2,7,4
4,300.0,4,5,7,3
3,200.0,3,1,22,4
3,200.0,3,1,22,3
3,195.0,3,5,8,3
3,86.0,2,5,38,2
6,350.0,4,5,7,4
2,2270.0,2,2,22,3
3,215.0,3,1,8,3
3,273.0,3,1,8,3
3,120.0,2,5,7,3
3,152.0,3,1,7,3
3,190.0,3,5,8,4
4,275.0,4,5,7,4
6,250.45,2,5,7,3
3,240.0,2,5,7,3
3,252.0,3,1,8,3
3,272.6,3,4,23,4
4,303.0,4,1,7,4
4,261.0,4,5,7,5
5,310.0,4,5,7,4
3,181.2,2,4,23,3
3,234.0,4,5,7,4
4,216.0,4,5,7,4
3,146.4,3,5,7,4
3,118.0,3,1,8,3
3,170.0,4,1,8,3
4,320.0,4,5,7,4
4,242.0,2,5,8,3
4,320.0,4,5,7,3
3,302.0,1,3,8,2
3,200.0,3,4,7,3
3,331.5,4,1,7,4
4,456.0,4,1,7,4
3,250.0,2,5,7,3
4,380.0,4,5,8,4
3,102.0,1,5,23,1
2,207.0,2,5,7,4
6,170.0,2,5,23,3
3,318.5,3,4,23,4
3,277.05,3,4,23,4
3,277.35,3,4,23,4
4,268.0,4,5,22,4
3,200.0,3,5,23,2
3,144.0,3,5,23,3
5,160.0,2,5,23,2
3,158.2,3,1,23,4
4,239.0,3,5,7,3
3,516.0,4,5,7,4
2,193.0,3,5,22,4
3,251.0,3,5,23,4
3,168.0,3,1,7,3
3,168.0,3,1,7,3
3,242.0,3,1,7,3
3,242.0,3,1,7,4
3,184.0,3,1,7,4
4,500.0,3,5,8,4
4,224.5,4,1,23,3
4,427.0,3,5,7,4
3,242.0,3,4,23,4
4,201.0,2,5,23,3
3,466.0,4,5,8,4
4,190.0,3,2,7,4
3,153.0,3,5,23,3
3,222.0,4,5,8,4
3,190.0,1,5,23,2
3,221.0,3,5,7,4
3,208.0,3,1,7,3
3,186.0,3,1,8,3
2,200.0,1,5,23,2
3,176.0,3,1,8,3
3,194.8,3,5,8,3
5,1032.0,4,5,8,4
4,213.0,3,5,8,4
3,202.0,3,4,23,4
3,195.0,3,4,23,4
3,204.0,3,4,23,4
3,601.0,3,4,23,4
3,190.0,3,5,8,4
3,210.0,3,5,8,3
3,262.0,2,1,8,3
4,185.0,3,2,23,3
4,211.0,3,5,23,3
5,300.0,4,1,7,5
5,350.0,4,2,22,5
3,234.6,3,1,7,4
4,341.0,4,5,23,4
4,225.0,3,5,8,3
3,381.0,2,5,8,4
4,286.0,3,5,23,5
3,148.7,3,4,23,3
3,1160.0,4,5,23,4
4,286.5,4,1,23,4
3,278.0,3,1,8,3
3,280.0,4,2,8,4
3,131.0,4,2,7,4
4,272.0,1,5,7,3
4,166.0,2,5,23,3
5,360.0,4,5,8,4
4,410.0,4,1,8,3
4,175.35,2,3,22,4
6,470.0,4,5,7,5
4,598.0,4,5,7,5
3,180.0,2,1,8,4
3,209.0,3,1,8,4
3,142.0,3,1,8,3
5,260.0,3,5,8,3
4,224.0,3,2,22,3
3,250.0,4,5,22,5
3,204.0,4,5,7,4
3,182.0,3,1,8,3
4,294.0,4,5,8,4
4,280.0,3,1,8,4
3,166.49,3,4,7,3
3,200.0,3,5,22,4
6,397.0,3,2,23,3
5,440.0,4,5,7,4
6,285.0,4,5,23,4
4,248.0,3,5,8,3
3,354.0,4,2,23,4
3,126.0,3,5,7,3
3,184.4,4,3,22,2
3,195.0,4,5,23,3
3,242.0,3,1,23,4
8,940.0,4,2,8,5
4,298.0,4,5,22,4
3,182.0,3,5,8,3
3,220.0,1,5,38,2
3,216.0,3,4,23,2
3,311.0,4,5,7,3
3,146.2,3,4,7,3
3,146.2,3,4,7,3
4,195.0,2,3,7,2
2,130.0,3,2,8,3
4,250.0,3,5,8,4
4,280.0,1,5,8,3
3,198.0,4,1,7,3
4,360.0,3,5,7,4
3,180.0,2,5,23,3
3,239.0,4,1,23,3
3,205.0,3,1,8,4
3,242.25,3,4,7,4
3,245.0,2,1,8,3
3,285.0,4,1,7,4
3,368.0,3,5,8,4
3,144.0,3,1,8,3
3,156.0,4,2,22,4
5,350.0,3,5,7,4
3,203.0,3,1,7,3
3,316.0,4,1,8,4
3,316.0,4,1,8,4
3,269.0,3,1,7,3
4,270.0,4,4,8,4
4,1874.0,4,5,8,5
3,300.0,4,1,8,4
4,377.5,4,5,8,5
3,269.0,2,1,7,3
3,230.0,3,4,23,3
4,371.0,4,5,8,4
3,429.0,2,1,7,3
3,270.0,3,5,7,3
4,340.0,3,5,7,4
3,117.0,3,5,23,2
3,258.0,3,5,7,3
6,467.0,4,5,8,5
4,220.0,3,5,8,3
4,63.0,2,5,7,3
2,104.0,1,3,7,3
4,396.0,2,3,7,4
4,206.0,3,5,7,3
3,170.0,2,5,23,3
3,150.0,2,5,23,3
4,454.0,4,5,8,5
2,55.0,1,3,7,2
3,494.0,3,5,23,3
3,246.0,3,1,7,4
3,212.0,3,1,7,3
3,203.0,3,1,7,3
3,182.0,3,1,8,3
5,1118.0,4,5,23,4
6,802.0,4,5,7,5
4,239.0,4,5,23,3
5,602.0,3,5,23,5
3,287.7,4,1,8,4
0,845.0,1,3,23,2
2,80.0,1,0,22,3
3,165.0,1,5,8,3
7,264.0,1,3,22,2
5,450.0,4,2,22,5
3,287.7,4,1,8,4
4,5000.0,4,5,8,5
4,3770.0,3,5,22,5
5,20000.0,4,5,7,5
4,282.5,3,5,8,3
6,804.0,4,5,23,4
3,182.0,3,4,8,3
3,182.0,3,4,8,3
3,260.0,4,1,8,3
2,115.0,2,5,8,3
4,170.0,3,5,8,3
4,316.0,4,5,22,5
6,197.0,3,5,22,3
4,90.0,4,5,22,3
8,280.0,3,2,8,3
3,231.0,4,2,23,4
3,274.0,1,5,7,3
3,180.0,3,5,22,3
2,254.0,1,3,8,2
5,350.0,3,1,8,4
4,480.0,4,5,23,5
3,166.0,2,5,8,3
3,184.0,3,1,22,3
3,58.0,2,4,22,1
4,217.0,4,5,22,5
4,200.0,3,5,7,3
3,254.33,2,5,22,3
3,240.0,4,5,7,3
3,157.0,3,5,8,4
3,165.0,2,5,23,3
4,332.0,4,5,23,3
3,138.0,2,3,8,3
3,250.0,3,1,8,3
4,300.0,3,2,7,4
3,163.0,3,1,8,4
4,190.0,3,5,7,4
4,178.0,2,5,8,3
3,301.0,3,4,7,4
3,301.0,3,4,7,4
3,259.0,3,4,7,4
1,110.0,2,5,7,3
3,467.39,4,1,8,5
3,294.0,3,1,8,3
3,332.0,4,1,7,4
3,294.0,3,1,8,3
3,103.0,2,5,7,3
3,193.0,4,5,7,4
4,170.0,2,5,8,3
3,294.0,2,1,7,3
3,269.0,3,1,7,3
3,269.0,3,1,7,3
5,281.0,4,5,22,4
3,200.0,3,5,8,4
3,440.0,3,5,23,3
6,216.0,4,5,8,3
6,216.0,4,5,8,3
3,300.0,3,1,7,4
3,240.0,2,5,8,3
4,163.0,3,1,8,4
3,316.0,1,5,22,4
3,145.0,2,5,23,3
4,153.0,3,5,7,3
3,176.0,3,5,8,3
3,219.0,2,5,23,3
4,121.0,2,3,8,2
4,123.0,2,5,8,3
6,450.0,3,5,8,4
6,450.0,3,5,8,4
3,168.0,3,1,7,4
3,168.0,3,1,7,3
2,54.0,1,0,22,1
4,280.0,4,4,7,3
5,134.0,1,5,23,2
3,184.0,3,1,7,3
3,184.0,3,1,7,4
4,584.0,4,5,8,4
3,176.0,3,5,23,3
3,270.0,2,4,8,4
2,87.0,1,2,22,2
3,168.0,3,4,7,3
3,324.0,3,5,7,4
4,277.0,4,1,22,5
4,250.0,4,2,8,5
3,200.0,3,1,7,4
6,220.0,4,5,7,4
3,148.92,4,4,7,3
3,309.0,2,5,8,2
3,588.0,4,5,23,5
4,290.0,3,1,7,3
3,193.8,2,1,7,4
2,200.0,1,5,22,3
3,216.0,3,1,7,3
3,168.0,3,1,7,4
4,188.0,4,5,22,4
3,269.0,3,1,7,3
3,289.0,4,5,8,5
3,300.0,4,5,7,5
3,188.0,4,5,22,4
4,160.0,3,1,7,3
3,180.0,3,4,23,3
4,112.0,3,5,22,3
4,200.0,4,5,22,5
4,209.0,3,3,7,3
3,84.0,1,5,7,2
4,243.0,4,5,23,3
3,225.0,3,1,7,4
4,312.0,4,1,7,5
3,150.0,3,2,8,3
3,164.46,1,4,23,3
6,86.0,4,5,8,4
4,250.0,3,1,7,4
4,200.0,4,4,7,3
3,278.0,4,4,7,3
3,274.0,4,4,7,3
3,200.0,4,4,7,3
3,230.0,3,4,7,3
5,260.0,3,5,8,3
4,119.0,2,5,7,3
5,600.0,4,1,23,5
3,73.0,1,2,7,2
3,200.0,1,5,7,3
4,250.0,3,5,7,3
2,130.0,1,3,23,2
3,191.9,4,5,23,4
3,144.0,3,5,7,3
4,200.0,2,3,8,2
4,375.0,4,2,8,4
4,214.6,3,4,8,3
4,275.0,3,5,7,4
4,156.0,3,5,7,4
3,259900.0,2,5,7,3
5,330.0,3,5,22,2
3,125.84,1,3,7,2
4,310.0,4,5,7,4
3,112.0,2,5,7,3
3,200.0,3,5,7,3
3,217.0,3,1,8,3
4,180.0,4,2,22,3
5,276.0,3,2,8,3
4,260.0,4,1,7,4
3,192.6,3,5,8,3
5,470.0,4,2,22,4
4,196.0,1,5,8,3
4,315.0,4,1,22,4
3,175.0,3,5,7,4
4,315.0,4,5,7,4
2,65.0,1,5,7,2
3,268.0,3,5,8,3
3,108.0,2,5,8,3
4,275.0,4,5,22,4
3,110.0,1,5,8,4
4,250.0,3,2,8,3
2,42.0,1,2,7,3
4,400.0,4,5,22,4
3,288.0,4,5,7,5
4,270.84,4,5,8,4
3,270.0,4,2,8,4
3,300.0,2,5,8,3
2,87.0,1,5,23,2
3,331.5,4,1,7,4
5,448.0,4,5,7,5
3,157.0,2,5,7,3
3,300.0,4,4,8,4
3,300.0,4,4,8,4
4,393.0,2,5,7,3
4,244.65,4,5,7,3
4,290.0,4,1,22,4
3,255.0,3,1,7,4
3,345.0,3,4,23,4
4,195.0,4,5,8,4
3,236.0,3,2,7,4
5,376.0,4,5,7,5
3,154.0,3,2,7,3
3,219.0,3,4,7,3
5,441.93,4,2,22,5
4,214.0,3,2,7,4
3,143.0,2,5,8,3
4,254.0,4,5,8,4
3,182.0,4,2,8,3
4,350.0,4,5,7,5
4,343.9,4,5,22,5
3,427.0,3,4,23,4
4,242.0,3,1,8,4
4,202.67,3,5,23,4
4,360.0,3,5,7,4
3,276.0,4,4,8,4
3,165.0,3,4,8,3
8,768.0,4,5,7,4
3,200.0,2,1,22,5
10,262.0,4,2,7,4
3,275.0,4,1,8,4
3,276.0,4,1,8,4
6,1440.0,4,5,8,3
3,300.0,3,5,8,4
3,305.0,4,4,8,3
3,258.0,2,2,7,4
5,356.0,4,5,8,3
4,216.0,3,4,7,3
6,575.0,4,5,23,5
6,250.0,3,5,38,4
6,1118.0,4,5,23,4
4,368.0,4,5,8,3
4,214.6,3,4,8,3
5,127.0,2,3,8,1
3,160.0,2,5,22,3
3,77.0,1,3,22,2
3,265.0,3,5,7,3
3,300.0,3,4,7,3
4,191.0,3,4,7,4
3,166.0,2,5,7,3
6,170.0,2,5,23,3
3,135.0,2,4,23,3
3,335.0,2,5,23,4
4,427.0,3,5,23,5
3,192.0,2,4,8,3
3,215.0,3,5,23,3
2,102.52,1,2,23,3
7,262.0,3,5,23,3
1,71.12,1,2,23,2
3,210.0,1,4,23,3
4,163.23,3,1,7,3
3,209.4,3,1,8,4
4,411.0,4,5,23,5
3,119.0,3,2,23,3
5,157.0,2,5,8,3
5,240.0,3,5,22,5
4,276.25,3,5,8,3
5,400.0,4,5,8,4
3,309.0,4,5,22,4
3,144.0,2,5,7,3
4,180.0,2,5,22,3
2,165.0,3,1,7,3
4,249.0,3,5,7,4
3,224.0,4,4,8,4
5,200.0,3,5,22,3
4,282.0,4,5,7,3
3,102.0,1,5,7,2
3,285.0,2,5,7,3
3,196.0,3,5,8,3
3,212.0,1,3,7,2
3,260.0,4,5,7,4
3,90.0,1,3,22,1
4,220.0,3,1,7,3
2,103.0,2,1,23,3
3,136.0,2,2,23,3
4,114.0,2,5,22,3
4,196.0,3,5,8,3
3,156.0,3,4,23,2
4,236.0,3,5,8,3
5,135.0,2,5,8,3
5,220.0,3,5,8,3
5,256.0,2,5,23,3
3,237.0,3,5,23,3
4,115.0,2,5,7,3
3,296.0,4,4,23,3
3,240.0,3,1,8,4
2,100.0,3,5,22,3
2,121.1,2,5,22,4
3,185.0,3,5,8,3
3,110.0,2,3,23,2
4,250.0,4,5,7,4
3,375.0,4,4,7,4
3,250.0,4,4,8,3
3,270.0,3,4,7,3
3,300.0,4,4,8,4
4,375.0,4,4,8,4
4,214.0,1,5,22,2
2,57.0,1,5,8,2
1,71.0,2,1,23,2
4,139.5,3,4,7,3
3,210.0,2,5,8,3
4,272.0,2,5,7,3
4,204.0,4,5,7,4
4,381.0,4,5,23,3
3,200.0,1,3,8,3
4,240.0,3,4,22,2
1,55.0,1,5,22,1
4,246.0,4,5,23,4
3,200.0,2,5,22,5
4,210.0,3,4,7,3
4,300.0,4,1,22,5
4,320.0,4,5,8,4
4,466.0,4,5,8,4
3,330.0,2,3,22,2
3,242.25,2,4,7,4
4,410.0,4,4,7,4
3,200.0,1,3,8,1
3,174.0,4,1,7,3
4,229.0,3,1,23,3
4,203.0,4,5,8,4
3,80.0,1,3,8,2
3,280.0,3,4,8,4
3,280.0,3,4,7,3
4,240.0,4,5,8,4
4,131.0,1,5,7,4
3,240.0,3,5,8,4
4,255.0,3,4,8,3
3,155.0,3,4,8,3
3,210.0,2,2,8,4
6,266.0,4,5,23,4
3,252.0,4,5,22,4
3,300.0,2,5,7,3
2,64.0,2,5,23,2
6,307.0,3,2,8,4
4,171.6,3,3,8,4
3,128.0,2,5,8,4
5,564.0,4,5,8,5
8,432.0,4,5,8,4
4,85.0,2,5,8,3
3,100.0,2,5,8,3
4,149.8,3,2,8,3
3,270.0,3,5,7,3
3,103.0,2,5,8,4
3,165.0,3,1,7,3
3,298.0,3,5,23,3
3,220.0,3,1,8,4
3,228.0,2,5,8,4
6,100.0,4,5,8,3
3,220.0,4,1,8,4
3,94.0,2,5,8,3
3,176.0,3,5,8,3
3,144.0,2,5,7,4
3,270.0,3,2,23,3
4,120.0,1,5,8,4
3,120.0,3,4,7,3
3,169.15,3,1,8,4
3,330.0,4,5,8,4
4,172.0,2,5,7,3
4,400.0,4,5,8,4
4,240.0,3,5,7,3
2,85.0,1,5,7,2
3,307.0,1,5,7,3
3,88.0,1,5,23,1
3,233.0,4,1,22,4
6,390.0,4,5,7,4
3,270.0,3,5,7,3
5,178.0,2,3,7,3
3,292.0,4,4,7,4
4,424.0,3,5,22,4
4,448.9,4,4,8,5
3,125.0,1,3,7,3
3,204.0,1,5,22,2
3,212.0,1,5,7,2
3,269.0,3,1,7,3
4,30000.0,4,4,22,5
4,1061.0,2,5,7,4
3,185.0,1,3,8,3
4,367.3,2,5,23,3
3,142.5,2,5,23,3
3,170.0,3,1,8,3
4,248.19,4,2,8,3
3,188.5,3,5,8,3
3,241.0,3,1,23,4
4,215.55,4,5,8,4
5,225.0,3,5,22,3
2,185.0,3,5,23,3
3,300.0,4,4,22,4
3,106.0,1,4,23,3
4,182.0,3,5,23,3
2,79.0,2,5,8,3
3,303.28,3,5,8,3
6,228.0,3,5,7,3
2,68.5,1,2,23,3
2,68.5,1,2,23,2
4,273.0,4,4,7,3
2,70.5,2,1,7,3
3,230.0,2,5,23,3
3,231.0,4,1,22,4
3,247.0,3,4,8,3
4,220.0,3,5,23,4
3,84.0,1,5,7,3
3,192.0,3,5,8,2
3,200.0,2,3,7,3
4,122.0,2,5,23,3
3,266.0,4,4,8,4
3,247.0,3,4,8,3
3,224.0,4,1,22,4
3,199.0,3,4,7,3
4,275.0,4,1,23,3
4,275.0,4,1,23,3
0,70.0,1,3,8,2
3,253.0,3,1,8,3
3,275.0,4,1,23,3
3,245.0,3,1,23,3
5,180.0,3,5,8,3
3,188.0,2,5,8,3
3,149.0,3,5,23,3
3,270.0,4,1,7,4
3,200.0,2,5,7,3
3,90.0,2,5,23,2
3,306.0,3,4,23,3
3,104.0,1,5,23,3
4,214.6,3,1,8,3
3,167.4,3,5,23,3
2,67.0,1,1,23,3
7,130.0,3,5,23,3
3,70.0,2,3,23,2
3,100.0,1,2,23,3
3,598.0,4,1,7,4
3,180.0,3,1,7,3
3,180.0,3,1,23,4
3,158.0,1,3,23,2
4,273.0,3,2,23,3
3,197.0,3,5,23,3
4,261.0,3,2,8,4
3,240.0,3,1,8,3
5,318.0,2,5,7,3
5,90.0,4,2,22,3
3,140.0,2,5,7,2
10,368.0,4,5,23,3
5,115.0,2,5,23,3
6,220.0,3,2,23,3
3,240.0,2,5,23,3
3,166.0,3,5,23,3
4,310.0,4,5,8,4
2,111.4,2,5,8,3
3,120.0,1,3,23,2
4,275.0,2,5,8,2
2,100.0,1,4,23,3
3,145.0,1,4,8,3
4,242.0,3,5,8,3
5,249.0,4,5,23,3
3,160.0,3,5,8,3
3,57.0,1,5,23,1
3,210.0,3,5,23,3
3,160.0,3,5,23,3
3,150.0,3,5,8,3
3,251.0,4,5,7,4
3,262.0,4,5,8,4
4,344.0,4,5,23,4
2,71.0,1,2,23,2
4,164.0,3,5,8,3
3,300.0,1,4,7,4
4,283.0,3,5,23,4
3,196.0,1,5,23,3
3,166.0,3,4,8,3
3,186.0,3,5,8,3
4,178.0,2,5,23,3
3,190.08,3,5,38,3
3,160.0,3,4,7,3
4,269.0,4,4,7,4
3,365.0,3,4,23,4
3,336.0,3,4,23,3
3,115.0,3,1,23,3
3,345.0,3,1,23,3
3,242.5,3,4,7,4
3,280.0,4,4,7,3
3,182.0,3,5,23,3
3,199.8,3,5,8,4
3,270.0,3,1,7,4
4,230.0,3,5,7,3
3,247.84,3,2,23,4
3,460.0,1,5,23,4
3,149.0,4,2,22,4
3,109.0,2,5,23,3
3,180.0,2,5,23,3
3,149.0,3,5,22,4
4,225.0,3,5,23,4
4,411.0,3,5,23,5
3,193.0,4,5,23,4
3,131.0,3,1,8,3
4,140.0,3,5,23,3
3,212.43,3,4,7,4
3,250.0,4,2,8,3
4,320.0,4,4,22,4
4,174.0,4,5,7,4
3,146.0,3,5,7,4
3,211.0,3,5,23,3
3,90.0,1,5,22,2
3,191.0,3,4,7,4
4,371.0,3,5,23,3
4,174.0,3,5,7,3
6,250.0,4,5,23,3
2,92.0,1,3,8,2
2,100.0,1,5,23,2
3,170.0,4,1,8,3
3,400.0,4,4,23,4
3,219.0,3,5,23,3
4,381.0,4,5,23,3
5,195.0,3,5,7,4
3,432.0,2,5,8,4
4,222.0,3,5,23,3
3,205.45,3,4,7,3
4,427.0,3,5,8,4
3,216.0,3,4,23,2
3,216.0,3,4,23,2
4,160.0,4,5,23,4
3,242.0,2,4,7,4
2,90.0,1,5,8,2
3,100.0,2,5,23,2
6,220.0,4,5,7,4
3,212.43,3,4,7,4
3,236.0,3,5,23,4
4,450.0,4,5,7,5
3,415.0,4,1,7,4
3,415.0,4,1,7,4
4,272.5,4,2,23,4
3,87.0,2,1,8,3
4,273.0,4,5,23,3
3,303.0,2,5,23,3
3,262.0,3,1,23,4
4,285.0,4,4,22,5
3,537.0,4,5,23,4
3,426.0,4,1,22,5
3,176.0,3,5,8,3
3,190.0,3,4,23,3
2,60.0,1,3,23,2
4,250.0,3,5,7,3
3,191.2,3,4,23,4
4,427.0,3,5,23,5
3,223.0,2,5,23,5
3,225.0,3,5,8,3
3,288.5,4,1,8,3
3,168.0,4,5,23,3
3,180.0,2,4,23,3
4,195.0,2,5,23,3
4,182.0,3,4,7,3
4,200.0,3,4,23,3
5,470.0,4,5,7,5
3,403.0,1,3,23,2
4,207.0,3,5,8,4
3,182.0,2,5,23,3
3,335.0,3,5,23,4
5,130.0,2,5,8,3
3,270.0,2,1,7,4
3,270.0,2,1,7,3
3,154.0,3,5,8,4
3,300.0,3,5,23,3
3,172.0,3,4,23,3
3,216.0,3,4,23,3
3,234.0,3,4,23,3
3,311.0,3,4,23,4
5,283.0,4,5,8,4
4,250.0,4,5,23,4
3,314.0,4,1,8,4
3,335.0,3,4,23,3
5,213.0,2,3,23,2
4,183.0,2,2,23,3
3,300.0,2,3,23,2
3,206.0,3,1,7,4
5,859.0,4,5,7,4
2,49.0,1,3,23,1
1,70.0,1,3,23,1
3,190.0,1,5,23,3
3,305.0,4,5,8,4
6,410.0,4,5,23,4
3,252.0,3,4,7,3
3,176.0,3,4,23,3
2,30.0,1,5,23,1
4,270.0,4,4,7,3
8,400.0,4,5,22,3
1,56.0,1,3,22,1
2,41.0,1,3,23,2
3,192.0,3,1,23,3
3,310.0,4,1,23,4
3,80.0,1,3,23,1
3,134.0,2,5,22,2
3,168.8,3,5,8,4
4,201.0,3,4,7,3
3,115.0,2,4,23,3
3,187.0,2,5,23,2
3,155.0,2,4,23,3
3,229.0,2,1,7,3
3,48.0,2,5,23,2
4,170.0,2,1,23,3
5,490.0,4,5,23,4
3,169.0,3,1,8,3
3,221.0,3,4,8,3
3,188.0,3,4,8,3
4,334.0,4,4,23,4
3,185.73,3,4,23,4
3,230.0,2,5,7,3
4,180.0,3,1,7,3
5,900.0,4,5,8,4
3,292.5,3,1,8,3
3,288.0,3,1,8,3
3,138.0,2,4,23,3
3,240.0,3,4,23,3
4,390.0,4,5,7,4
4,260.0,4,1,7,4
6,160.0,3,5,8,4
3,290.0,3,1,7,3
3,194.0,2,5,8,4
3,217.0,3,5,8,3
10,803.0,3,5,23,4
4,234.0,2,5,7,4
9,665.0,3,5,23,5
4,300.0,1,5,22,1
6,876.0,3,5,23,4
3,168.0,3,5,23,3
3,127.0,3,5,23,3
4,160.0,2,5,23,3
3,163.0,3,4,7,3
3,140.0,2,1,23,3
3,163.0,4,4,7,3
3,200.0,4,4,23,3
4,91.0,4,4,23,3
4,480.0,4,5,23,5
4,427.0,3,5,7,4
4,118.0,3,5,8,3
6,140.0,2,2,7,3
3,215.0,3,1,23,3
6,130.0,3,5,23,3
3,229.0,3,5,8,4
3,129.0,3,5,23,3
4,207.0,3,5,23,3
2,94.0,2,1,23,3
2,96.0,3,1,23,3
3,92.0,2,5,23,3
3,89.0,2,0,22,1
4,182.5,2,2,23,3
3,60.0,1,5,22,3
3,105.0,2,5,22,3
0,156.0,3,5,7,3
3,126.0,2,5,22,3
3,384.0,4,5,23,4
10,343.16,3,5,7,4
3,89.29,2,3,23,1
1,42.0,1,5,7,2
2,137.0,2,5,8,3
0,162.0,3,4,7,3
3,270.0,4,4,7,4
3,240.8,3,5,23,3
3,353.0,3,5,8,4
3,170.0,3,1,8,3
3,293.7,4,4,23,3
3,234.0,4,4,23,4
3,300.0,3,5,8,4
3,242.0,3,1,7,4
8,339.0,4,5,23,3
4,255.0,4,1,8,5
4,295.0,3,4,7,4
3,132.67,2,3,8,2
3,300.0,3,1,7,4
4,206.0,3,5,7,4
4,206.0,3,5,7,3
3,300.5,3,1,8,3
3,202.3,3,5,8,4
4,174.0,3,5,7,3
3,297.0,2,1,7,4
4,1.0,3,5,22,3
4,270.0,3,5,22,3
3,360.0,2,5,8,3
2,49.0,1,2,23,2
3,147.0,2,5,23,2
3,182.0,3,5,8,3
9,515.0,4,5,22,3
3,260.0,3,5,8,3
3,297.37,3,1,8,4
3,297.37,3,1,8,3
2,130.0,1,5,7,3
3,100.0,2,2,22,4
3,295.0,4,4,22,4
3,250.0,3,5,23,3
3,133.0,2,5,22,2
3,128.5,2,5,23,3
2,104.0,1,3,8,2
5,170.0,3,5,8,4
6,1099.0,2,5,23,5
3,213.0,3,4,8,3
3,336.0,4,1,7,4
3,51.0,1,5,7,1
4,360.0,3,1,22,4
5,400.0,4,5,7,5
6,180.0,3,3,7,3
5,510.0,4,1,22,4
3,306.0,3,4,22,4
5,480.0,4,1,23,4
3,135.0,2,1,8,3
3,260.0,2,5,8,3
3,317.0,3,1,8,3
5,685.0,4,5,8,5
